declaring_class,mtd_name,mtd_sig
InCallService,onBringToForeground,void onBringToForeground (boolean showDialpad)
Allocation.OnBufferAvailableListener,onBufferAvailable,void onBufferAvailable (Allocation a)
MediaPlayer.OnBufferingUpdateListener,onBufferingUpdate,"void onBufferingUpdate (MediaPlayer mp, int percent)"
RecognitionListener,onBufferReceived,void onBufferReceived (byte[] buffer)
DeviceAdminReceiver,onBugreportFailed,"void onBugreportFailed (Context context, Intent intent, int failureCode)"
DeviceAdminReceiver,onBugreportShared,"void onBugreportShared (Context context, Intent intent, String bugreportHash)"
DeviceAdminReceiver,onBugreportSharingDeclined,"void onBugreportSharingDeclined (Context context, Intent intent)"
PreferenceActivity,onBuildHeaders,void onBuildHeaders (List<PreferenceActivity.Header> target)
PreferenceActivity,onBuildStartFragmentIntent,"Intent onBuildStartFragmentIntent (String fragmentName, Bundle args, int titleRes, int shortTitleRes)"
InCallService,onCallAdded,void onCallAdded (Call call)
Conference,onCallAudioStateChanged,void onCallAudioStateChanged (CallAudioState state)
InCallService,onCallAudioStateChanged,void onCallAudioStateChanged (CallAudioState audioState)
RemoteCallbackList,onCallbackDied,"void onCallbackDied (E callback, Object cookie)"
RemoteCallbackList,onCallbackDied,void onCallbackDied (E callback)
SipAudioCall.Listener,onCallBusy,void onCallBusy (SipAudioCall call)
SipSession.Listener,onCallBusy,void onCallBusy (SipSession session)
SipSession.Listener,onCallChangeFailed,"void onCallChangeFailed (SipSession session, int errorCode, String errorMessage)"
InCallService.VideoCall.Callback,onCallDataUsageChanged,void onCallDataUsageChanged (long dataUsage)
RemoteConnection.VideoProvider.Callback,onCallDataUsageChanged,"void onCallDataUsageChanged (RemoteConnection.VideoProvider videoProvider, long dataUsage)"
Call.Callback,onCallDestroyed,void onCallDestroyed (Call call)
SipAudioCall.Listener,onCallEnded,void onCallEnded (SipAudioCall call)
SipSession.Listener,onCallEnded,void onCallEnded (SipSession session)
RemoteConnection.Callback,onCallerDisplayNameChanged,"void onCallerDisplayNameChanged (RemoteConnection connection, String callerDisplayName, int presentation)"
SipAudioCall.Listener,onCallEstablished,void onCallEstablished (SipAudioCall call)
SipSession.Listener,onCallEstablished,"void onCallEstablished (SipSession session, String sessionDescription)"
PhoneStateListener,onCallForwardingIndicatorChanged,void onCallForwardingIndicatorChanged (boolean cfi)
SipAudioCall.Listener,onCallHeld,void onCallHeld (SipAudioCall call)
SipAudioCall.Listener,onCalling,void onCalling (SipAudioCall call)
SipSession.Listener,onCalling,void onCalling (SipSession session)
InCallService,onCallRemoved,void onCallRemoved (Call call)
InCallService.VideoCall.Callback,onCallSessionEvent,void onCallSessionEvent (int event)
RemoteConnection.VideoProvider.Callback,onCallSessionEvent,"void onCallSessionEvent (RemoteConnection.VideoProvider videoProvider, int event)"
PhoneStateListener,onCallStateChanged,"void onCallStateChanged (int state, String incomingNumber)"
CameraManager.AvailabilityCallback,onCameraAvailable,void onCameraAvailable (String cameraId)
InCallService.VideoCall.Callback,onCameraCapabilitiesChanged,void onCameraCapabilitiesChanged (VideoProfile.CameraCapabilities cameraCapabilities)
RemoteConnection.VideoProvider.Callback,onCameraCapabilitiesChanged,"void onCameraCapabilitiesChanged (RemoteConnection.VideoProvider videoProvider, VideoProfile.CameraCapabilities cameraCapabilities)"
CameraManager.AvailabilityCallback,onCameraUnavailable,void onCameraUnavailable (String cameraId)
InCallService,onCanAddCallChanged,void onCanAddCallChanged (boolean canAddCall)
CancellationSignal.OnCancelListener,onCancel,void onCancel ()
DialogFragment,onCancel,void onCancel (DialogInterface dialog)
DialogInterface.OnCancelListener,onCancel,void onCancel (DialogInterface dialog)
RecognitionService,onCancel,void onCancel (RecognitionService.Callback listener)
SearchManager,onCancel,void onCancel (DialogInterface dialog)
SearchManager.OnCancelListener,onCancel,void onCancel ()
SpellCheckerService.Session,onCancel,void onCancel ()
VoiceInteractor.Request,onCancel,void onCancel ()
AsyncTaskLoader,onCanceled,void onCanceled (D data)
CursorLoader,onCanceled,void onCanceled (Cursor cursor)
AccessibilityService.GestureResultCallback,onCancelled,void onCancelled (GestureDescription gestureDescription)
AsyncTask,onCancelled,void onCancelled ()
AsyncTask,onCancelled,void onCancelled (Result result)
AsyncTaskLoader,onCancelLoad,boolean onCancelLoad ()
Loader,onCancelLoad,boolean onCancelLoad ()
AbsListView,onCancelPendingInputEvents,void onCancelPendingInputEvents ()
View,onCancelPendingInputEvents,void onCancelPendingInputEvents ()
VoiceInteractionSession,onCancelRequest,void onCancelRequest (VoiceInteractionSession.Request request)
Call.Callback,onCannedTextResponsesLoaded,"void onCannedTextResponsesLoaded (Call call, List<String> cannedTextResponses)"
ConnectivityManager.NetworkCallback,onCapabilitiesChanged,"void onCapabilitiesChanged (Network network, NetworkCapabilities networkCapabilities)"
CameraCaptureSession.CaptureCallback,onCaptureBufferLost,"void onCaptureBufferLost (CameraCaptureSession session, CaptureRequest request, Surface target, long frameNumber)"
CameraCaptureSession.CaptureCallback,onCaptureCompleted,"void onCaptureCompleted (CameraCaptureSession session, CaptureRequest request, TotalCaptureResult result)"
View.OnCapturedPointerListener,onCapturedPointer,"boolean onCapturedPointer (View view, MotionEvent event)"
View,onCapturedPointerEvent,boolean onCapturedPointerEvent (MotionEvent event)
CameraCaptureSession.CaptureCallback,onCaptureFailed,"void onCaptureFailed (CameraCaptureSession session, CaptureRequest request, CaptureFailure failure)"
CameraCaptureSession.CaptureCallback,onCaptureProgressed,"void onCaptureProgressed (CameraCaptureSession session, CaptureRequest request, CaptureResult partialResult)"
CameraCaptureSession.StateCallback,onCaptureQueueEmpty,void onCaptureQueueEmpty (CameraCaptureSession session)
CameraCaptureSession.CaptureCallback,onCaptureSequenceAborted,"void onCaptureSequenceAborted (CameraCaptureSession session, int sequenceId)"
CameraCaptureSession.CaptureCallback,onCaptureSequenceCompleted,"void onCaptureSequenceCompleted (CameraCaptureSession session, int sequenceId, long frameNumber)"
SharedElementCallback,onCaptureSharedElementSnapshot,"Parcelable onCaptureSharedElementSnapshot (View sharedElement, Matrix viewToGlobalMatrix, RectF screenBounds)"
CameraCaptureSession.CaptureCallback,onCaptureStarted,"void onCaptureStarted (CameraCaptureSession session, CaptureRequest request, long timestamp, long frameNumber)"
PhoneStateListener,onCellInfoChanged,void onCellInfoChanged (List<CellInfo> cellInfo)
PhoneStateListener,onCellLocationChanged,void onCellLocationChanged (CellLocation location)
VisualVoicemailService,onCellServiceConnected,"void onCellServiceConnected (VisualVoicemailService.VisualVoicemailTask task, PhoneAccountHandle phoneAccountHandle)"
AbstractCursor,onChange,void onChange (boolean selfChange)
AbstractCursor.SelfContentObserver,onChange,void onChange (boolean selfChange)
ContentObserver,onChange,"void onChange (boolean selfChange, Uri uri)"
ContentObserver,onChange,void onChange (boolean selfChange)
Loader.ForceLoadContentObserver,onChange,void onChange (boolean selfChange)
AlphabetIndexer,onChanged,void onChanged ()
DataSetObserver,onChanged,void onChanged ()
SipAudioCall.Listener,onChanged,void onChanged (SipAudioCall call)
WifiP2pManager.ChannelListener,onChannelDisconnected,void onChannelDisconnected ()
TvView.TvInputCallback,onChannelRetuned,"void onChannelRetuned (String inputId, Uri channelUri)"
BluetoothGattCallback,onCharacteristicChanged,"void onCharacteristicChanged (BluetoothGatt gatt, BluetoothGattCharacteristic characteristic)"
BluetoothGattCallback,onCharacteristicRead,"void onCharacteristicRead (BluetoothGatt gatt, BluetoothGattCharacteristic characteristic, int status)"
BluetoothGattServerCallback,onCharacteristicReadRequest,"void onCharacteristicReadRequest (BluetoothDevice device, int requestId, int offset, BluetoothGattCharacteristic characteristic)"
BluetoothGattCallback,onCharacteristicWrite,"void onCharacteristicWrite (BluetoothGatt gatt, BluetoothGattCharacteristic characteristic, int status)"
BluetoothGattServerCallback,onCharacteristicWriteRequest,"void onCharacteristicWriteRequest (BluetoothDevice device, int requestId, BluetoothGattCharacteristic characteristic, boolean preparedWrite, boolean responseNeeded, int offset, byte[] value)"
CompoundButton.OnCheckedChangeListener,onCheckedChanged,"void onCheckedChanged (CompoundButton buttonView, boolean isChecked)"
RadioGroup.OnCheckedChangeListener,onCheckedChanged,"void onCheckedChanged (RadioGroup group, int checkedId)"
TextView,onCheckIsTextEditor,boolean onCheckIsTextEditor ()
View,onCheckIsTextEditor,boolean onCheckIsTextEditor ()
ExpandableListActivity,onChildClick,"boolean onChildClick (ExpandableListView parent, View v, int groupPosition, int childPosition, long id)"
ExpandableListView.OnChildClickListener,onChildClick,"boolean onChildClick (ExpandableListView parent, View v, int groupPosition, int childPosition, long id)"
Call.Callback,onChildrenChanged,"void onChildrenChanged (Call call, List<Call> children)"
MediaBrowser.SubscriptionCallback,onChildrenLoaded,"void onChildrenLoaded (String parentId, List<MediaBrowser.MediaItem> children, Bundle options)"
MediaBrowser.SubscriptionCallback,onChildrenLoaded,"void onChildrenLoaded (String parentId, List<MediaBrowser.MediaItem> children)"
Activity,onChildTitleChanged,"void onChildTitleChanged (Activity childActivity, CharSequence title)"
TabActivity,onChildTitleChanged,"void onChildTitleChanged (Activity childActivity, CharSequence title)"
ViewGroup.OnHierarchyChangeListener,onChildViewAdded,"void onChildViewAdded (View parent, View child)"
WebView,onChildViewAdded,"void onChildViewAdded (View parent, View child)"
ViewGroup.OnHierarchyChangeListener,onChildViewRemoved,"void onChildViewRemoved (View parent, View child)"
WebView,onChildViewRemoved,"void onChildViewRemoved (View p, View child)"
DeviceAdminReceiver,onChoosePrivateKeyAlias,"String onChoosePrivateKeyAlias (Context context, Intent intent, int uid, Uri uri, String alias)"
Chronometer.OnChronometerTickListener,onChronometerTick,void onChronometerTick (Chronometer chronometer)
CharacterPickerDialog,onClick,void onClick (View v)
ClickableSpan,onClick,void onClick (View widget)
DatePickerDialog,onClick,"void onClick (DialogInterface dialog, int which)"
DialogInterface.OnClickListener,onClick,"void onClick (DialogInterface dialog, int which)"
DialogInterface.OnMultiChoiceClickListener,onClick,"void onClick (DialogInterface dialog, int which, boolean isChecked)"
DialogPreference,onClick,void onClick ()
DialogPreference,onClick,"void onClick (DialogInterface dialog, int which)"
Preference,onClick,void onClick ()
PreferenceScreen,onClick,void onClick ()
QuickContactBadge,onClick,void onClick (View v)
RingtonePreference,onClick,void onClick ()
Spinner,onClick,"void onClick (DialogInterface dialog, int which)"
TileService,onClick,void onClick ()
TimePickerDialog,onClick,"void onClick (DialogInterface dialog, int which)"
TwoStatePreference,onClick,void onClick ()
URLSpan,onClick,void onClick (View widget)
View.OnClickListener,onClick,void onClick (View v)
AccessibilityButtonController.AccessibilityButtonCallback,onClicked,void onClicked (AccessibilityButtonController controller)
RemoteController.OnClientUpdateListener,onClientChange,void onClientChange (boolean clearing)
RemoteController.OnClientUpdateListener,onClientMetadataUpdate,void onClientMetadataUpdate (RemoteController.MetadataEditor metadataEditor)
RemoteController.OnClientUpdateListener,onClientPlaybackStateUpdate,"void onClientPlaybackStateUpdate (int state, long stateChangeTimeMs, long currentPosMs, float speed)"
RemoteController.OnClientUpdateListener,onClientPlaybackStateUpdate,void onClientPlaybackStateUpdate (int state)
RemoteController.OnClientUpdateListener,onClientTransportControlUpdate,void onClientTransportControlUpdate (int transportControlFlags)
BaseStream,onClose,S onClose (Runnable closeHandler)
MidiDeviceService,onClose,void onClose ()
ParcelFileDescriptor.OnCloseListener,onClose,void onClose (IOException e)
SearchView.OnCloseListener,onClose,boolean onClose ()
SpellCheckerService.Session,onClose,void onClose ()
CameraCaptureSession.StateCallback,onClosed,void onClosed (CameraCaptureSession session)
CameraDevice.StateCallback,onClosed,void onClosed (CameraDevice camera)
VoiceInteractionSession,onCloseSystemDialogs,void onCloseSystemDialogs ()
WebChromeClient,onCloseWindow,void onCloseWindow (WebView window)
WallpaperManager.OnColorsChangedListener,onColorsChanged,"void onColorsChanged (WallpaperColors colors, int which)"
MediaSession.Callback,onCommand,"void onCommand (String command, Bundle args, ResultReceiver cb)"
WallpaperService.Engine,onCommand,"Bundle onCommand (String action, int x, int y, int z, Bundle extras, boolean resultRequested)"
VoiceInteractor.CommandRequest,onCommandResult,"void onCommandResult (boolean isCompleted, Bundle result)"
SQLiteTransactionListener,onCommit,void onCommit ()
AutoCompleteTextView,onCommitCompletion,void onCommitCompletion (CompletionInfo completion)
TextView,onCommitCompletion,void onCommitCompletion (CompletionInfo text)
TextView,onCommitCorrection,void onCommitCorrection (CorrectionInfo info)
WebView.VisualStateCallback,onComplete,void onComplete (long requestId)
AccessibilityService.GestureResultCallback,onCompleted,void onCompleted (GestureDescription gestureDescription)
VoiceInteractor.CompleteVoiceRequest,onCompleteResult,void onCompleteResult (Bundle result)
CountedCompleter,onCompletion,void onCompletion (CountedCompleter<?> caller)
MediaPlayer.OnCompletionListener,onCompletion,void onCompletion (MediaPlayer mp)
WallpaperService.Engine,onComputeColors,WallpaperColors onComputeColors ()
InputMethodService,onComputeInsets,void onComputeInsets (InputMethodService.Insets outInsets)
VoiceInteractionSession,onComputeInsets,void onComputeInsets (VoiceInteractionSession.Insets outInsets)
ConnectionService,onConference,"void onConference (Connection connection1, Connection connection2)"
Call.Callback,onConferenceableCallsChanged,"void onConferenceableCallsChanged (Call call, List<Call> conferenceableCalls)"
RemoteConference.Callback,onConferenceableConnectionsChanged,"void onConferenceableConnectionsChanged (RemoteConference conference, List<RemoteConnection> conferenceableConnections)"
RemoteConnection.Callback,onConferenceableConnectionsChanged,"void onConferenceableConnectionsChanged (RemoteConnection connection, List<RemoteConnection> conferenceableConnections)"
RemoteConnection.Callback,onConferenceChanged,"void onConferenceChanged (RemoteConnection connection, RemoteConference conference)"
ActionMenuView,onConfigurationChanged,void onConfigurationChanged (Configuration newConfig)
